,fluxes
NDPK6,0.0
NDPK8,0.037123564555702725
PTRCTA,0.0
CYSDS,0.0
EX_co2_e,33.37215884602381
PMDPHT,0.0006327719098008002
ILETA,-0.31159261272106403
VALTA,-0.47798093683675197
ORPT,-0.469322385431617
RBFSa,0.0012655438196016004
DHAD2,0.31159261272106403
FRD3,0.0
PTAr,-0.27863608421579233
ACKr,0.27863608421579233
EX_hxan_e,0.0
EX_lac__L_e,0.0
EX_no3_e,0.0
EX_orn_e,0.0
EX_pyr_e,0.0
EX_succ_e,0.0
MOAT,0.02760361048672905
UDCPDPS,7.803241040142167e-05
USHD,0.02760361048672905
LPADSS,0.02760361048672905
TDSK,0.02760361048672905
EX_btn_e,0.0
EX_xtsn_e,0.0
NTPP1,0.0
NTPP2,0.0
NTPTP1,0.0
NTPTP2,0.0
IPMD,0.8704512211382972
AIRC3,-0.6356364086479093
ADSL2r,0.6356364086479093
EX_fe2_e,-0.011709117873508163
RNDR1,0.037123564555702725
RNDR3,0.03833093876027748
RNDR4,0.037123564555702725
TMDS,0.037123564555702725
PPCDC,0.0009562517201922388
FTHFD,0.0
EX_glc__D_e,-15.0
EDD,4.9430764803903875
DHQTi,0.5289484721073797
DHAD1,1.3493884096952415
IPPMIa,-0.8704512211382972
FUM,1.6606087555256632
PYAM5PO,0.0
OHPBAT,0.00031638595490031754
EX_fru_e,0.0
EX_gal_e,0.0
EX_for_e,0.0
EX_h2_e,0.0
EX_lys__L_e,0.0
EX_ser__L_e,0.0
GLUTRR,0.005062175278405081
GLCS1,0.0
GLCP,0.0
EX_din_e,0.0
EX_fmn_e,0.0
HEMEOS,0.0
ADMDC,0.0
ARGDC,0.0
ARGSS,0.5689178568326115
AGPR,-0.5689178568326115
SPMS,0.0
G1SAT,0.005062175278405081
KDOCT2,0.0552072209734581
OAADC,0.0
ALTRH,0.0
PGAMT,-0.13405684352744934
UAGDP,0.13405684352744934
UAGCVT,0.03942481127699562
GLUR,-0.03942481127699562
EX_acald_e,0.0
EX_melib_e,0.0
MACPD,0.0
DMQMT,0.0
ICHORS_copy1,0.0
EX_sucr_e,0.0
EX_zn2_e,-0.00048380094448882634
HACD5,0.504912258430157
DNMPPA,0.0009491578647011175
HPPK2,0.0009491578647011175
PTPATi,0.0009562517201922388
DXPRIi,0.0033894441536181786
OPHBDC,0.00031638595490031754
OHPHM,0.0
GHMT2r,1.4325363875398982
DHORD2,0.469322385431617
ADK4,0.0
ABTA,0.0
SSALx,0.0
ASPT,0.0
SERD_L,0.0
THRD,0.0
KARA1,-1.3493884096952415
KARA2,0.31159261272106403
ACCOAC,0.11042295457350544
NADK,0.0
DHBD,0.0
ICHORT,0.0
NTD2,0.0
NTD4,0.0
NTD5,0.0
NTD6,0.0
LGTHL,0.0
HACD6,0.3944978164832408
ECOAH1,0.504912258430157
ECOAH2,0.504912258430157
ECOAH3,0.504912258430157
DXPS,0.004022216063418814
CDPMEK,0.0033894441536181786
MECDPS,0.0033894441536181786
PMANM,0.0
ICL,0.0
GLYCL,0.1867950520388204
UDPG4E,0.0
TRE6PH,0.0
PPC,0.0
CINNDO,0.0
DHPPD,0.0
DHCIND,0.0
GTPCII2,0.0006327719098008002
SADT2,0.22342886324233427
LCARS,0.0
ALCD19,2.7755575615628914e-17
GLTPD,0.0
TGBPA,0.0
MANAO,0.0
PGLYCP,0.0
GLXCL,0.0
TARTD,0.0
GLCRAL,0.0
KAS14,0.0
EDTXS1,0.0
EDTXS2,0.0
EDTXS3,0.0
EDTXS4,0.0
EX_tmao_e,0.0
NNDPR,0.003231960561718844
HACD4,0.504912258430157
HACD7,0.3944978164832408
AACPS1,0.0
SDPDS,0.23820175604882654
DKGLCNR2y,0.0
2DGULRy,0.0
NTD9,0.0
NTD10,0.0
ADK1,3.6661212818892217
OCTDPS,0.00031638595490031754
EX_26dap__M_e,0.0
EX_acnam_e,0.0
EX_amp_e,0.0
EX_dha_e,0.0
EX_glyald_e,0.0
AACPS2,0.0
AACPS3,0.18107491772205256
AACPS4,0.2134228987611882
EX_rmn_e,0.0
EX_ttdca_e,0.0
EX_glyclt_e,0.0
EX_g6p_e,0.0
EX_2ddglcn_e,0.0
EX_galct__D_e,0.0
EX_indole_e,0.0
EX_but_e,0.0
CAT,0.00015819297745015877
SERASr,0.0
DDGALK,0.0
AMALT1,0.0
MLTP2,0.0
GP4GH,0.0
EX_tma_e,0.0
GMHEPK,0.0
EX_malttr_e,0.0
TRE6PS,0.0
UDCPDP,0.03942481127699562
CYTK1,0.2558455733686967
CYTK2,0.0
GK1,0.3450848566748632
HACD1,0.504912258430157
HACD2,0.504912258430157
EX_hdcea_e,0.0
ACACCT,0.0
BUTCT,0.0
2DGULRx,0.0
G1PTT,0.0
TDPGDH,0.0
TDPDRE,0.0
TDPDRR,0.0
UAPGR,0.03942481127699562
NDPK7,0.03833093876027748
S7PI,0.0
TRPS3,0.10270947950391804
GTPDPK,0.0
NDPK2,0.5662556644033634
NDPK3,0.0
NDPK4,0.0
FCLT,0.00031638595490031754
HBZOPT,0.00031638595490031754
PNTK,0.0009562517201922388
DPCOAK,0.0009562517201922388
KDOPS,0.0552072209734581
KDOPP,0.0552072209734581
AST,0.0
GUAD,0.0
DGK1,0.0
DTMPK,0.037123564555702725
NDPK1,0.9870105014505661
TRDR,0.3743378698742947
FRUK,0.0
RHCCE,0.0
BETALDHx,0.0
BETALDHy,0.0
DKGLCNR1,0.0
FMNRx2,0.0
EX_nmn_e,0.0
EX_urea_e,0.0
GMPS2,0.0
AMPN,0.0
EX_f6p_e,0.0
ADCS,0.0009491578647011175
ADCL,0.0009491578647011175
DHAPT,2.7755575615628914e-17
EX_lac__D_e,0.0
UMPK,0.5363508071953416
DDPGALA,0.0
UPPRT,0.0
CTPS2,0.0
NTD1,0.0
NTD7,0.0
PAPPT3,0.03942481127699562
UAGPT3,0.03942481127699562
EX_ttdcea_e,0.0
GMHEPAT,0.0
EX_h2s_e,0.0
EX_gthrd_e,0.0
GLYCLTDx,0.0
HPYRRy,0.0
ACODA,0.0
ADA,0.0
DADA,0.0
ADSS,0.4561935296127454
ASNN,0.0
ASNS2,0.17957377852483325
ASPCT,0.469322385431617
DMPPS,0.0003944183653017392
MCOATA,0.11042011703130904
IPDPS,0.002995025788316439
DAPE,0.23820175604882654
DHDPRy,0.23820175604882654
HSK,0.0
SDPTA,-0.23820175604882654
THRS,0.6201012654753033
HSST,0.1462323065545115
PPNDH,0.25134039029465294
DDPA,0.5289484721073797
NMNDA,0.0
NNAM,0.0
P5CD,0.0
MALS,0.0
TRE6PP,0.0
EX_tartr__L_e,0.0
EX_taur_e,0.0
EX_glcur_e,0.0
ADPRDP,0.0
G3PD2,-0.19724890824162036
GALS3,0.0
ACCOAL,0.0
GALUi,0.0
U23GAAT,0.0552072209734581
UAAGDS,0.03942481127699562
UAMAS,0.03942481127699562
UAMAGS,0.03942481127699562
UGLYCH,0.0
OP4ENH,0.0
HOPNTAL,0.0
AKGDH,0.0
HPYRRx,0.0
GLYCDx,2.7755575615628914e-17
ASP1DC,0.0009562517201922388
UGMDDS,0.03942481127699562
UHGADA,0.0552072209734581
UAGAAT,0.0552072209734581
ATPPRT,0.16564197763969926
HISTD,0.16564197763969926
IGPDH,0.16564197763969926
PRPPS,1.3768585977397627
PRATPP,0.16564197763969926
PRMICI,0.16564197763969926
SERAT,0.22342886324233427
CYSS,0.22342886324233427
BPNT,0.0
PAPSR,0.0
ASPK,1.0045353280786413
ASAD,-1.0045353280786413
DAPDC,0.19877694477183092
METAT,0.0012740564461905164
TMPK,0.00031638595490031754
HPPPNDO,0.0
DHCINDO,0.0
HKNDDH,0.0
HKNTDH,0.0
GLYCK2,0.0
SULR,0.22342886324233427
NNATr,0.003231960561718844
PSERT,2.33278636287545
AIRC2,0.6356364086479093
GAPD,12.801553330514599
HEX1,15.000000000000005
TAUDO,0.0
DM_amob_c,2.8375421964154037e-06
ME2,0.0
ARGSL,0.5689178568326115
CBPS,1.0382402422642285
GLU5K,0.37153503094989354
IPPS,0.8704512211382972
EX_mg2_e,-0.012307839276951815
ACOATA,0.0
AMALT3,0.0
MLTP3,0.0
SPODM,0.0
AHCYSNS,0.0
NTPP4,0.0
NTPP3,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
P5CR,0.37153503094989354
CYANST,0.0
DHPPDA2,0.0006327719098008002
G5SADs,0.37153503094989354
PPCSCT,0.0
DBTS,2.8375421964154037e-06
DHDPS,0.23820175604882654
G1PACT,0.13405684352744934
GART,0.0034802455039041535
CSND,0.0
GF6PTA,0.13405684352744934
H2SO,0.0
GLUCYS,0.0
GLUPRT,0.6359527946028096
NADS1,0.003231960561718844
NTRIR2x,0.0
OCBT,0.5689178568326115
GARFT,0.6324725490989055
PHETA1,-0.25134039029465294
PPND,0.17363305848920735
TRPS1,0.0
PRAMPC,0.16564197763969926
MCITL2,0.0
DXYLK,0.0
SOTA,0.0
SGSAD,0.0
PTA2,0.0
MDH2,1.6606087555256632
ACOTA,-0.5689178568326115
PDX5PS,0.00031638595490031754
PPBNGS,0.0025310876392025403
PPNCL2,0.0
PRAGSr,0.6359527946028096
PRFGS,0.6359527946028096
EX_acac_e,0.0
ETHAAL,0.0
MAN1PT2,0.0
AP4AH,0.0
AP5AH,0.0
MI1PP,0.0
MCITS,0.0
PPAKr,0.0
NTP3,0.0
MOAT2,0.02760361048672905
EX_adn_e,0.0
G6PDH2r,31.31574892550893
NADH5,0.0
MOHMT,0.0009562517201922027
EX_glyc3p_e,0.0
EX_nac_e,0.0
EX_ocdca_e,0.0
GMPS,0.3450848566748632
UDPGD,0.0
PPPNDO,0.0
CHRPL,0.00031638595490031754
UACMAMO,0.0
PMPK,0.00031638595490031754
LCADi,0.0
ADK3,0.0
BSORy,0.0
ADSK,0.0
HSDy,-0.7663335720298149
CYSTL,0.1462323065545115
SHSL1,0.1462323065545115
SSALy,0.0
EX_dad_2_e,0.0
EX_ser__D_e,0.0
EX_gam6p_e,0.0
EX_15dap_e,0.0
EX_ocdcea_e,0.0
EX_galctn__D_e,0.0
BSORx,0.0
NMNt7pp,0.0
GLYALDtex,0.0
GLYBtex,0.0
GLYCtex,0.0
GLYC3Ptex,0.0
GLYCLTtex,0.0
GTPtex,0.0
GUAtex,0.0
Htex,-13.066641222611167
H2tex,0.0
H2Otex,-70.36908526053239
FACOAL160t2pp,0.0
FACOAL180t2pp,0.0
SPODMpp,0.0
NO3R1bpp,0.0
O2tpp,30.677856848939914
PPTHpp,0.0
PYRt2rpp,0.0
THD2pp,0.0
TMAOR1pp,0.0
TMAOR2pp,0.0
DAPtex,0.0
12PPDStex,0.0
DDGLCNtex,0.0
26DAHtex,0.0
HCINNMtex,0.0
HPPPNtex,0.0
ACtex,0.0
ACALDtex,0.0
ACMUMtex,0.0
ACACT7r,0.3944978164832408
PSP_L,1.7126850974001468
ACACT2r,0.504912258430157
ACACT3r,0.504912258430157
ACACT4r,0.504912258430157
SUCCt2_2pp,0.0
SUCFUMtpp,0.0
SUCptspp,0.0
SULabcpp,0.0
TSULabcpp,0.0
TARTRt7pp,0.0
AHGDx,0.0
TAURabcpp,0.0
THMDt2pp_copy1,0.0
EX_ca2_e,-0.0073847035661710895
EX_so3_e,0.0
AKGt2rpp,0.0
XYLt2pp,0.0
EX_ala_B_e,0.0
EX_ppt_e,0.0
EX_hxa_e,0.0
EX_acmum_e,0.0
EX_dca_e,0.0
EX_octa_e,0.0
THMabcpp,0.0
THRabcpp,0.0
TREptspp,0.0
TYRt2rpp,0.0
URIt2pp_copy1,0.0
VALabcpp,0.0
XTSNt2rpp,0.0
XYLabcpp,0.0
XYLUt2pp,0.0
THRt4pp,0.0
EX_fruur_e,0.0
GALtex,0.0
GALCTtex,0.0
GALCTNtex,0.0
GALTtex,0.0
GALURtex,0.0
GTPCI,0.0009491578647011175
FDMO,0.0
FEOXAMabcpp,0.0
CBL1abcpp,0.0
ACACt2pp,0.0
ACGAptspp,0.0
ACMANAptspp,0.0
ACNAMt2pp,0.0
TKT2,7.960270455487049
FEENTERabcpp,0.0
FECRMabcpp,0.0
GBBTNtex,0.0
ARBt2rpp,0.0
DAPabcpp,0.0
CO2tpp,-33.37215884602381
DHAtpp,0.0
ARGabcpp,0.0
ARGAGMt7pp,0.0
ASCBptspp,0.0
ASNt2rpp,0.0
ASPabcpp,0.0
ASPt2pp,0.0
HIStex,0.0
HXAtex,0.0
HYXNtex,0.0
IDONtex,0.0
INSTtex,0.0
INStex,0.0
Ktex,0.276934186972456
D_LACtex,0.0
FRULYStex,0.0
EX_fad_e,0.0
GALCTt2rpp,0.0
GALt2pp,0.0
ASPtex,0.0
ABUTt2pp,0.0
CYSabcpp,0.0
SBTptspp,0.0
CYTBDpp,0.0
ACALDtpp,0.0
ACt2rpp,0.0
EX_fe3dcit_e,0.0
EX_fe3hox_e,0.0
EX_fecrm_e,0.0
EX_feenter_e,0.0
EX_feoxam_e,0.0
EX_arbtn_fe3_e,0.0
EX_cpgn_e,0.0
ATPS4rpp,143.76578032164744
INDOLEtex,0.0
L_LACtex,0.0
ACt4pp,0.0
ADEt2rpp,-0.00031922349709673296
ADNt2pp_copy1,0.0
ALAabcpp,0.0
ALLabcpp,0.0
ARBabcpp,0.0
ECOAH8,0.0
GLCDpp,0.0
HYXNtpp,0.0
NACtpp,0.0
FE3DCITabcpp,0.0
CPGNtonex,0.0
GLCRtex,0.0
GLCNtex,-1.4719296277915457e-14
GLCURtex,0.0
GLNtex,0.0
O2tex,30.677856848939914
EX_ppa_e,0.0
OCTAtex,0.0
ORNtex,0.0
ECOAH5,0.504912258430157
DHFS,0.0009491578647011175
CITt7pp,0.0
EX_ni2_e,-0.00045826306472108774
CHLabcpp,0.0
DGSNt2pp,0.0
DINSt2pp,0.0
DURIt2pp,0.0
FE2abcpp,0.0
FRUptspp,0.0
FUCtpp,0.0
FUMt2_2pp,0.0
FEENTERtonex,0.0
CSNt2pp,0.0
CYTDt2pp_copy1,0.0
DADNt2pp,0.0
DCYTt2pp,0.0
DDGLCNt2rpp,0.0
RMNtex,0.0
MALTTRtexi,0.0
MALTTTRtexi,0.0
MALTPTtexi,0.0
MALTtexi,0.0
GLCtex_copy1,15.0
FE3DCITtonex,0.0
PItex,1.3685551139576744
METS,0.14686791600650856
EX_cu2_e,-0.0010059087086292608
PRASCSi,0.6356364086479093
TRSARr,0.0
EX_pheme_e,0.0
PNTOtex,0.0
PPPNtex,0.0
PPTtex,0.0
PYRtex,0.0
DSERtex,0.0
SERtex,0.0
SO4tex,0.22958349226635927
SPMDtex,0.0
SUCCtex,0.0
SUCRtex,0.0
TARTRtex,0.0
TAURtex,0.0
THRtex,0.0
THMDtex,0.0
CBIuabcpp,0.0
METDtex,0.0
MNLtex,0.0
NAtex,0.0
NACtex,0.0
NH4tex,0.0
BUTtex,0.0
CHLtex,0.0
CO2tex,-33.37215884602381
CRNtex,0.0
PPK2,0.0
DINStex,0.0
DMStex,0.0
CSNtex,0.0
CYNTtex,0.0
CYTDtex,0.0
DCAtex,0.0
DCYTtex,0.0
DGSNtex,0.0
MTHFR2,0.0
ASPO3,0.0
ASPO5,0.0
ASPO4,0.0
ASPO6,0.0
LCTStex,0.0
LYStex,0.0
LYXtex,0.0
MANtex,0.0
MAN6Ptex,0.0
MELIBtex,0.0
DMSOtex,0.0
DURItex,0.0
FRUtex,0.0
FUCtex,0.0
FUMtex,0.0
ACACT5r,0.504912258430157
MALDDH,0.0
FE2tex,0.0
NMNtex,0.0
NO2tex,0.0
DHPS2,0.0009491578647011175
MTHFC,1.4340673213414143
MTHFD,1.4340673213414143
BUTt2rpp,0.0
CADVtpp,0.0
QULNS,0.003231960561718844
GDPtex,0.0
EX_cobalt2_e,-3.546927745518014e-05
TMAtex,0.0
TMAOtex,0.0
TREtex,0.0
L_LACD3,0.0
L_LACD2,0.0
ACACT6r,0.3944978164832408
TSULtex,0.0
URAtex,0.0
UREAtex,0.0
URItex,0.0
XANtex,0.0
XYLtex,0.0
ABUTtex,0.0
GLCTR1,0.0
LIPAabcpp,0.0
LIPACabcpp,0.0
GGGABADr,0.0
EX_mso3_e,0.0
EX_glyc__R_e,0.0
FDMO3,0.0
FDMO4,0.0
BUTSO3abcpp,0.0
ETHSO3abcpp,0.0
FEOXAMUtex,0.0
ARBTNtpp,0.0
ARBTNtex,0.0
23CAMPtex,0.0
23CCMPtex,0.0
23CUMPtex,0.0
23CGMPtex,0.0
3AMPtex,0.0
3CMPtex,0.0
FEENTERtpp,0.0
FEENTERtex,0.0
FE3HOXUtpp,0.0
FEOXAMUtpp,0.0
FECRMUtpp,0.0
FE3HOXR2,0.0
PTRCt2pp,0.0
GGGABAH,0.0
FDMO6,0.0
SULFACabcpp,0.0
ETHSO3tex,0.0
BUTSO3tex,0.0
LIPOtex,0.0
CYANSTpp,0.0
MCPST,0.0
PHEMEabcpp,0.0
METSOX1abcpp,0.0
GALBDtex,0.0
UDCPDPpp,0.0
FE3HOXR3,0.0
FEENTERR1,0.0
FEENTERR3,0.0
SULFACtex,0.0
EX_sulfac_e,0.0
EX_ethso3_e,0.0
NODOy,0.0
CU1abcpp,0.0
HG2abcpp,0.0
GLCTR3,0.0
NODOx,0.0
NOtex,0.0
N2Otex,0.0
CRNt8pp,0.0
CRNt2rpp,0.0
CRNDt2rpp,0.0
CTBTt2rpp,0.0
PEAMNtex,0.0
PACALDtex,0.0
INOSTt4pp,0.0
PHEMEtiex,0.0
AGM3PA,0.0
CYANtex,0.0
SO3tex,0.0
TCYNTtex,0.0
METSOX2abcpp,0.0
METSOX1tex,0.0
METSOX2tex,0.0
3UMPtex,0.0
3GMPtex,0.0
FALDtpp,-2.8375421964154037e-06
METSOXR1,0.0
METSOXR2,0.0
AMPTASECG,0.0
DOPAtex,0.0
4HOXPACDtex,0.0
GPDDA1pp,0.0
GPDDA5pp,0.0
G3PStex,0.0
FEENTERR2,0.0
FLVR,0.0
FE3HOXR1,0.0
FEENTERexs,0.0
FE3HOXexs,0.0
FECRMR3,0.0
FDMO2,0.0
AGM4PApp,0.0
AGM4PA,0.0
RNDR3b,0.0
RNDR4b,0.0
ACGAL1Ptex,0.0
GLCUR1Ptex,0.0
UDPGLCURtex,0.0
FEROpp,0.0
ISETACabcpp,0.0
ISETACtex,0.0
UDPGtex,0.0
UDPGALtex,0.0
ACGAM1Ptex,0.0
UACGAMtex,0.0
UDPACGALtex,0.0
AM3PA,0.0
CBLAT,0.0
MSO3abcpp,0.0
MSO3tex,0.0
FECRMR1,0.0
FECRMR2,0.0
3PEPTabcpp,0.0
4PEPTabcpp,0.0
AGM3Pt2pp,0.0
AGM4Pt2pp,0.0
AGMt2pp,0.0
FECRMexs,0.0
ARBTNR1,0.0
ARBTNR2,0.0
ARBTNR3,0.0
ARBTNexs,0.0
FEOXAMexs,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
PTHRpp,0.0
AGt3,0.0
CD2t3pp,0.0
ZNabcpp,0.00048380094448882634
SKMt2pp,0.0
R5PPpp,0.0
PSP_Lpp,0.0
GLYC2Ptex,0.0
PSERtex,0.0
R5Ptex,0.0
THRPtex,0.0
TYRPtex,0.0
PAPSR2,0.0
GRXR,0.0
RNDR1b,0.0
RNDR2b,0.0
FACOAE181,0.0
FACOAE160,0.1810749177220526
FACOAE140,0.0
CPGNR1,0.0
CPGNR2,0.0
CPGNR3,0.0
CPGNUtpp,0.0
CPGNUtex,0.0
FACOAL80t2pp,0.0
PPGPPDP,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CITtex,0.0
DDCAtexi,0.0
TTDCAtexi,0.0
HDCAtexi,0.0
FACOAL60t2pp,0.0
IDONt2rpp,0.0
ILEabcpp,0.0
INDOLEt2pp,0.0
INSt2pp,0.0
LYXt2pp,0.0
GDPDPK,0.0
OCDCAtexi,0.0
OCDCEAtexi,0.0
G6Ptex,0.0
TUNGSabcpp,0.0
MOBDabcpp,9.931397687453913e-06
MOBDtex,9.931397687453913e-06
NI2tex,0.00045826306472108774
R15BPK,0.0
Kabcpp,0.0
LEUabcpp,0.0
L_LACt2rpp,0.0
MALt2_2pp,0.0
MALTabcpp,0.0
MALTHXabcpp,0.0
MALTPTabcpp,0.0
MALTTRabcpp,0.0
MALTTTRabcpp,0.0
MAN6Pt6_2pp,0.0
MANGLYCptspp,0.0
MELIBt2pp,0.0
METabcpp,0.0
EX_fe3hox_un_e,0.0
GGPTRCS,0.0
RMNtpp,0.0
SERt4pp,0.0073847035661710895
MNLptspp,0.0
NAt3_1p5pp,0.0
NAt3_2pp,0.0
NH4tpp,0.0
NMNPtpp,0.0
NO2t2rpp,0.0
NO3t7pp,0.0
ORNabcpp,0.0
PIuabcpp,0.0
PNTOt4pp,0.0
METDabcpp,0.0
PROabcpp,0.0
PROt2rpp,0.0
PROt4pp,0.0
PTRCabcpp,0.0
ASNNpp,0.0
GLUNpp,0.0
NTD12,0.0
FECRMtonex,0.0
ARBTNtonex,0.0
ADOCBLabcpp,0.0
EX_enter_e,0.0
EX_fecrm_un_e,0.0
EX_cgly_e,0.0
EX_gmp_e,0.0
EX_h2o2_e,0.0
EX_ump_e,0.0
CRNabcpp,0.0
CRNDabcpp,0.0
DNTPPA,0.0009491578647011175
CTBTabcpp,0.0
NTPP9,0.0
NTPP10,0.0
NTPP11,0.0
NTD2pp,0.0
NTD4pp,0.0
NTD7pp,0.0
NTD9pp,0.0
H2O2tex,0.0
ARGDCpp,0.0
ALLPI,0.0
ALLULPE,0.0
ADEtex,-0.00031922349709673296
ADNtex,0.0
ALAtex,0.0
BALAtex,0.0
DALAtex,0.0
AMPtex,0.0
ARBtex,0.0
ASCBtex,0.0
FACOAL100t2pp,0.0
RIBabcpp,0.0
GPDDA3pp,0.0
GPDDA4pp,0.0
GPDDA2pp,0.0
FACOAL120t2pp,0.0
FACOAL140t2pp,0.0
FE3HOXtonex,0.0
CU2abcpp,0.0
COBALT2abcpp,0.0
NI2abcpp,0.0
MG2uabcpp,0.0
MMETtex,0.0
FE3tex,0.011077764734805736
MG2tex,0.012307839276951815
Zn2tex,0.00048380094448882634
CD2tex,0.0
GLNabcpp,0.0
GLUabcpp,0.0
GLUABUTt7pp,0.0
GLUt2rpp,0.0
GLUt4pp,0.0
GLYALDtpp,0.0
ACGK,0.5689178568326115
14GLUCANabcpp,0.0
14GLUCANtexi,0.0
DHPTPE,0.0
NADPHQR2,0.0
GLBRAN2,0.0
ASR,0.0
ASO3tex,0.0
MANGLYCtex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
4PCPpp,0.0
FALDH2,0.0
GLYBabcpp,0.0
GLYC3Pt6pp,0.0
GLYCLTt4pp,0.0
GLYCtpp,0.0
H2Otpp,-70.36908526053239
HCINNMt2rpp,0.0
HISabcpp,0.0
HISt2rpp,0.0
CBIAT,0.0
LYSabcpp,0.0
COBALT2tex,3.546927745518014e-05
PPDOy,0.0
PPA2,0.0
DIMPtex,0.0
GALTptspp,0.0
GLCNt2rpp,-1.4719296277915457e-14
GLCptspp,0.0
GLCRt2rpp,0.0
GLCt2pp,15.000000000000005
GLCURt2rpp,0.0
ACMUMptspp,0.0
EX_h2o_e,70.36908526053239
EX_ala__D_e,0.0
HSTPT,0.16564197763969926
THDPS,0.23820175604882654
XTSNtex,0.0
EX_hdca_e,0.0
GNK,-1.4719296277915457e-14
HMBS,0.0006327719098006351
FHL,0.0
MEPCT,0.0033894441536181786
GLUDy,0.0
GLYCLTDy,0.0
LYSDC,0.0
DAAD,0.0
UREAtpp,0.0
XANt2pp,0.0
GLYC3Pabcpp,0.0
PPPNt2rpp,0.0
PTRCORNt7pp,0.0
SPMDabcpp,0.0
HG2tex,0.0
NTPP5,0.0
ATPM,6.86
EX_mnl_e,0.0
NTD3,0.0
GLYOX,0.0
DADNtex,0.0
DHAtex,0.0
ETOHtex,0.0
AGM4PCPpp,0.0
GTPDPDP,0.0
RNDR2,0.03833093876027748
EX_asn__L_e,0.0
XAND,0.0
EX_no2_e,0.0
HACD3,0.504912258430157
ACACtex,0.0
ACNAMtex,0.0
ARBTNabcpp,0.0
NNDMBRT,0.0
THRA2,0.0
ASO3t8pp,0.0
H2Stex,0.0
PPK,0.0
OMCDC,0.8704512211382972
ABUTD,0.0
E4PD,0.00031638595490031754
IG3PS,0.16564197763969926
EX_nh4_e,-14.836944510842814
DADK,0.0
DUTPDP,0.0
EX_ddca_e,0.0
NTP5,0.0
FORt2pp,0.0
EX_r5p_e,0.0
EX_glyc2p_e,0.0
DPR,0.0009562517201922027
THRD_L,0.31159261272106403
EX_malt_e,0.0
4PEPTtex,0.0
EX_pnto__R_e,0.0
SELNPS,0.0
CRNCAR,0.0
GALabcpp,0.0
GLYCLTt2rpp,0.0
GUAt2pp,0.0
HPPPNt2rpp,0.0
ANHMK,0.0
DHFR,0.03807272242040385
EX_cit_e,0.0
PRAIi,0.10270947950391804
TYRTA,-0.17363305848920735
SHKK,0.5289484721073797
EX_inost_e,0.0
EX_mobd_e,-9.931397687453913e-06
EX_so4_e,-0.22958349226635927
GLUSy,10.850200453637495
EX_thr__L_e,0.0
EX_uri_e,0.0
PDH,6.5867988789351966
H2St1pp,0.0
AACPS5,0.0
